station,date,depth_m,layer,parameter,value,sitetype,depth.measurement,datasource
90,2006-10-03,0,I,turb_NTU,2.3299999999999996,littoral,actual,LMP chem
90,2007-06-19,0,I,cond_uScm,82.4,littoral,actual,LMP chem
90,2007-06-19,0,I,H_M,3.467368504525323e-7,littoral,actual,LMP chem
90,2007-06-19,0,I,TP_mgl,0.008,littoral,actual,LMP chem
90,2007-06-19,0,I,turb_NTU,1.6,littoral,actual,LMP chem
90,2007-07-17,0,I,cond_uScm,83.1,littoral,actual,LMP chem
90,2007-07-17,0,I,H_M,3.0199517204020224e-7,littoral,actual,LMP chem
90,2007-07-17,0,I,TP_mgl,0.006,littoral,actual,LMP chem
90,2007-07-17,0,I,turb_NTU,0.8,littoral,actual,LMP chem
90,2007-08-22,0,I,cond_uScm,84,littoral,actual,LMP chem
90,2007-08-22,0,I,H_M,1.0232929922807507e-7,littoral,actual,LMP chem
90,2007-08-22,0,I,TP_mgl,0.006,littoral,actual,LMP chem
90,2007-08-22,0,I,turb_NTU,1.7,littoral,actual,LMP chem
90,2007-09-18,0,I,cond_uScm,84.6,littoral,actual,LMP chem
90,2007-09-18,0,I,H_M,1.348962882591651e-7,littoral,actual,LMP chem
90,2007-09-18,0,I,TP_mgl,0.005,littoral,actual,LMP chem
90,2007-09-18,0,I,turb_NTU,1.73,littoral,actual,LMP chem
90,2008-07-17,0,I,cond_uScm,90.3,littoral,actual,LMP chem
90,2008-07-17,0,I,H_M,6.309573444801936e-8,littoral,actual,LMP chem
90,2008-07-17,0,I,TP_mgl,0.004,littoral,actual,LMP chem
90,2008-07-17,0,I,turb_NTU,3.3499999999999996,littoral,actual,LMP chem
90,2008-08-12,6,I,cond_uScm,85.9,littoral,actual,LMP chem
90,2008-08-12,6,I,H_M,9.332543007969911e-8,littoral,actual,LMP chem
90,2008-08-12,6,I,TP_mgl,0.019,littoral,actual,LMP chem
90,2008-08-12,6,I,turb_NTU,0.8600000000000001,littoral,actual,LMP chem
90,2008-09-08,0,I,cond_uScm,86.4,littoral,actual,LMP chem
90,2008-09-08,0,I,H_M,7.585775750291846e-8,littoral,actual,LMP chem
90,2008-09-08,0,I,TP_mgl,0.004,littoral,actual,LMP chem
90,2008-09-08,0,I,turb_NTU,1.06,littoral,actual,LMP chem
90,2009-07-15,6,I,cond_uScm,94.2,littoral,actual,LMP chem
90,2009-07-15,6,I,H_M,1.122018454301961e-7,littoral,actual,LMP chem
90,2009-07-15,6,I,TP_mgl,0.005,littoral,actual,LMP chem
90,2009-07-15,6,I,turb_NTU,1.45,littoral,actual,LMP chem
90,2009-08-12,7,I,cond_uScm,91.8,littoral,actual,LMP chem
90,2009-08-12,7,I,H_M,1.2589254117941707e-7,littoral,actual,LMP chem
90,2009-08-12,7,I,TP_mgl,0.008,littoral,actual,LMP chem
90,2009-08-12,7,I,turb_NTU,1.93,littoral,actual,LMP chem
90,2009-09-08,7,I,cond_uScm,95.6,littoral,actual,LMP chem
90,2009-09-08,7,I,H_M,1.288249551693131e-7,littoral,actual,LMP chem
90,2009-09-08,7,I,TP_mgl,0.005,littoral,actual,LMP chem
90,2009-09-08,7,I,turb_NTU,1.43,littoral,actual,LMP chem
90,2010-06-15,6,I,cond_uScm,92,littoral,actual,LMP chem
90,2010-06-15,6,I,H_M,1.6982436524617514e-7,littoral,actual,LMP chem
90,2010-06-15,6,I,TP_mgl,0.007,littoral,actual,LMP chem
90,2010-06-15,6,I,turb_NTU,1.06,littoral,actual,LMP chem
90,2010-07-13,6,I,cond_uScm,93.6,littoral,actual,LMP chem
90,2010-07-13,6,I,H_M,1.4454397707459308e-7,littoral,actual,LMP chem
90,2010-07-13,6,I,TP_mgl,0.005,littoral,actual,LMP chem
90,2010-07-13,6,I,turb_NTU,1.06,littoral,actual,LMP chem
90,2010-08-10,6,I,cond_uScm,93.1,littoral,actual,LMP chem
90,2010-08-10,6,I,H_M,1.584893192461111e-7,littoral,actual,LMP chem
90,2010-08-10,6,I,TP_mgl,0.02,littoral,actual,LMP chem
90,2010-08-10,6,I,turb_NTU,1.04,littoral,actual,LMP chem
90,2010-09-07,6,I,cond_uScm,96.3,littoral,actual,LMP chem
90,2010-09-07,6,I,H_M,1.3182567385564112e-7,littoral,actual,LMP chem
90,2010-09-07,6,I,TP_mgl,0.018000000000000002,littoral,actual,LMP chem
90,2010-09-07,6,I,turb_NTU,4.79,littoral,actual,LMP chem
90,2011-06-14,6,I,cond_uScm,82.7,littoral,actual,LMP chem
90,2011-06-14,6,I,H_M,1.3803842646028812e-7,littoral,actual,LMP chem
90,2011-06-14,6,I,TP_mgl,0.012,littoral,actual,LMP chem
90,2011-06-14,6,I,turb_NTU,2.09,littoral,actual,LMP chem
90,2011-07-19,6,I,cond_uScm,88.5,littoral,actual,LMP chem
90,2011-07-19,6,I,H_M,1.513561248436211e-7,littoral,actual,LMP chem
90,2011-07-19,6,I,TP_mgl,0.014,littoral,actual,LMP chem
90,2011-07-19,6,I,turb_NTU,2.48,littoral,actual,LMP chem
90,2011-08-18,6,I,cond_uScm,88.5,littoral,actual,LMP chem
90,2011-08-18,6,I,H_M,1.2589254117941707e-7,littoral,actual,LMP chem
90,2011-08-18,6,I,TP_mgl,0.009,littoral,actual,LMP chem
90,2011-08-18,6,I,turb_NTU,1.33,littoral,actual,LMP chem
90,2011-09-19,6,I,cond_uScm,85.7,littoral,actual,LMP chem
90,2011-09-19,6,I,H_M,1.4125375446227613e-7,littoral,actual,LMP chem
90,2011-09-19,6,I,TP_mgl,0.012,littoral,actual,LMP chem
90,2011-09-19,6,I,turb_NTU,2.67,littoral,actual,LMP chem
90,2012-06-13,0,I,cond_uScm,84,littoral,actual,LMP chem
90,2012-06-13,0,I,H_M,4.6773514128719836e-7,littoral,actual,LMP chem
90,2012-06-13,0,I,TP_mgl,0.039,littoral,actual,LMP chem
90,2012-06-13,0,I,turb_NTU,1.83,littoral,actual,LMP chem
90,2012-07-16,6,I,cond_uScm,85.5,littoral,actual,LMP chem
90,2012-07-16,6,I,H_M,1.3182567385564112e-7,littoral,actual,LMP chem
90,2012-07-16,6,I,TP_mgl,0.011,littoral,actual,LMP chem
90,2012-07-16,6,I,turb_NTU,0.9400000000000001,littoral,actual,LMP chem
90,2012-08-13,6,I,cond_uScm,83.6,littoral,actual,LMP chem
90,2012-08-13,6,I,H_M,1.778279410038921e-7,littoral,actual,LMP chem
90,2012-08-13,6,I,TP_mgl,0.009,littoral,actual,LMP chem
90,2012-08-13,6,I,turb_NTU,0.9,littoral,actual,LMP chem
90,2013-06-13,6,I,cond_uScm,82.1,littoral,actual,LMP chem
90,2013-06-13,6,I,H_M,3.090295432513592e-7,littoral,actual,LMP chem
90,2013-06-13,6,I,TP_mgl,0.013000000000000001,littoral,actual,LMP chem
90,2013-06-13,6,I,turb_NTU,1.52,littoral,actual,LMP chem
90,2013-07-16,6,I,cond_uScm,82.9,littoral,actual,LMP chem
90,2013-07-16,6,I,H_M,3.2359365692962827e-7,littoral,actual,LMP chem
90,2013-07-16,6,I,TP_mgl,0.007,littoral,actual,LMP chem
90,2013-07-16,6,I,turb_NTU,0.98,littoral,actual,LMP chem
90,2013-08-13,6,I,cond_uScm,83.8,littoral,actual,LMP chem
90,2013-08-13,6,I,H_M,1.778279410038921e-7,littoral,actual,LMP chem
90,2013-08-13,6,I,TP_mgl,0.009,littoral,actual,LMP chem
90,2013-08-13,6,I,turb_NTU,0.8300000000000001,littoral,actual,LMP chem
90,2013-09-08,6,I,cond_uScm,78.9,littoral,actual,LMP chem
90,2013-09-08,6,I,H_M,2.6915348039269127e-7,littoral,actual,LMP chem
90,2013-09-08,6,I,TP_mgl,0.007,littoral,actual,LMP chem
90,2013-09-08,6,I,turb_NTU,1.6800000000000002,littoral,actual,LMP chem
90,2014-06-17,6,I,cond_uScm,87.3,littoral,actual,LMP chem
90,2014-06-17,6,I,H_M,1.819700858609981e-7,littoral,actual,LMP chem
90,2014-06-17,6,I,TP_mgl,0.007,littoral,actual,LMP chem
90,2014-06-17,6,I,turb_NTU,1.48,littoral,actual,LMP chem
90,2014-07-14,6,I,cond_uScm,87.7,littoral,actual,LMP chem
90,2014-07-14,6,I,H_M,2.4547089156850315e-7,littoral,actual,LMP chem
90,2014-07-14,6,I,TP_mgl,0.007,littoral,actual,LMP chem
90,2014-07-14,6,I,turb_NTU,0.9500000000000001,littoral,actual,LMP chem
90,2014-08-12,6,I,cond_uScm,89.6,littoral,actual,LMP chem
90,2014-08-12,6,I,H_M,1.3803842646028812e-7,littoral,actual,LMP chem
90,2014-08-12,6,I,TP_mgl,0.003,littoral,actual,LMP chem
90,2014-08-12,6,I,turb_NTU,0.6799999999999999,littoral,actual,LMP chem
90,2014-09-02,6,I,cond_uScm,89.3,littoral,actual,LMP chem
90,2014-09-02,6,I,H_M,1.778279410038921e-7,littoral,actual,LMP chem
90,2014-09-02,6,I,TP_mgl,0.007,littoral,actual,LMP chem
90,2014-09-02,6,I,turb_NTU,0.69,littoral,actual,LMP chem
90,2015-06-16,6,I,cond_uScm,91.9,littoral,actual,LMP chem
90,2015-06-16,6,I,H_M,1.9952623149688814e-7,littoral,actual,LMP chem
90,2015-06-16,6,I,TP_mgl,0.006,littoral,actual,LMP chem
90,2015-06-16,6,I,turb_NTU,1.54,littoral,actual,LMP chem
90,2015-07-13,6,I,cond_uScm,94.8,littoral,actual,LMP chem
90,2015-07-13,6,I,H_M,2.511886431509581e-7,littoral,actual,LMP chem
90,2015-07-13,6,I,TP_mgl,0.007,littoral,actual,LMP chem
90,2015-07-13,6,I,turb_NTU,0.71,littoral,actual,LMP chem
90,2015-08-10,6,I,cond_uScm,97.7,littoral,actual,LMP chem
90,2015-08-10,6,I,H_M,2.2908676527677721e-7,littoral,actual,LMP chem
90,2015-08-10,6,I,TP_mgl,0.005,littoral,actual,LMP chem
90,2015-08-10,6,I,turb_NTU,1.12,littoral,actual,LMP chem
90,2015-09-10,6,I,cond_uScm,101.3,littoral,actual,LMP chem
90,2015-09-10,6,I,H_M,1.2022644346174108e-7,littoral,actual,LMP chem
90,2015-09-10,6,I,TP_mgl,0.005,littoral,actual,LMP chem
90,2015-09-10,6,I,turb_NTU,1.03,littoral,actual,LMP chem
90,2016-06-15,7,I,cond_uScm,97,littoral,actual,LMP chem
90,2016-06-15,7,I,H_M,1.0000000000000007e-7,littoral,actual,LMP chem
90,2016-06-15,7,I,TP_mgl,0.007,littoral,actual,LMP chem
90,2016-06-15,7,I,turb_NTU,2.06,littoral,actual,LMP chem
90,2016-07-12,4,I,cond_uScm,100.1,littoral,mean,LMP chem
90,2016-07-12,4,I,H_M,6.165950018614825e-8,littoral,mean,LMP chem
90,2016-07-12,4,I,TP_mgl,0.005,littoral,mean,LMP chem
90,2016-07-12,4,I,turb_NTU,1.05,littoral,mean,LMP chem
90,2016-08-16,7,I,cond_uScm,102.4,littoral,actual,LMP chem
90,2016-08-16,7,I,H_M,8.70963589956082e-8,littoral,actual,LMP chem
90,2016-08-16,7,I,TP_mgl,0.003,littoral,actual,LMP chem
90,2016-08-16,7,I,turb_NTU,0.81,littoral,actual,LMP chem
90,2016-09-11,6,I,cond_uScm,101.7,littoral,actual,LMP chem
90,2016-09-11,6,I,H_M,1.0715193052376105e-7,littoral,actual,LMP chem
90,2016-09-11,6,I,TP_mgl,0.006,littoral,actual,LMP chem
90,2016-09-11,6,I,turb_NTU,1.06,littoral,actual,LMP chem
90,2017-06-12,6,I,cond_uScm,100.5,littoral,actual,LMP chem
90,2017-06-12,6,I,H_M,1.2589254117941707e-7,littoral,actual,LMP chem
90,2017-06-12,6,I,TP_mgl,0.009,littoral,actual,LMP chem
90,2017-06-12,6,I,turb_NTU,1.28,littoral,actual,LMP chem
90,2017-07-12,7,I,cond_uScm,104.9,littoral,actual,LMP chem
90,2017-07-12,7,I,H_M,1.1481536214968813e-7,littoral,actual,LMP chem
90,2017-07-12,7,I,TP_mgl,0.008,littoral,actual,LMP chem
90,2017-07-12,7,I,turb_NTU,1.47,littoral,actual,LMP chem
90,2017-08-14,6,I,cond_uScm,95.9,littoral,actual,LMP chem
90,2017-08-14,6,I,H_M,1.3803842646028812e-7,littoral,actual,LMP chem
90,2017-08-14,6,I,TP_mgl,0.004,littoral,actual,LMP chem
90,2017-08-14,6,I,turb_NTU,0.9400000000000001,littoral,actual,LMP chem
90,2017-09-12,6,I,cond_uScm,110.3,littoral,actual,LMP chem
90,2017-09-12,6,I,H_M,5.128613839913654e-8,littoral,actual,LMP chem
90,2017-09-12,6,I,TP_mgl,0.006,littoral,actual,LMP chem
90,2017-09-12,6,I,turb_NTU,1.31,littoral,actual,LMP chem
100,1986-07-03,0,N,cond_uScm,55.5,littoral,mean,LMP chem
100,1986-07-03,0,N,H_M,1.584893192461111e-7,littoral,mean,LMP chem
100,1986-07-03,0,N,TP_mgl,0.014,littoral,mean,LMP chem
100,1986-09-02,0,N,cond_uScm,71.3,littoral,mean,LMP chem
100,1986-09-02,0,N,H_M,1.2589254117941707e-7,littoral,mean,LMP chem
100,1986-09-02,0,N,TP_mgl,0.001,littoral,mean,LMP chem
100,1987-05-29,0,N,cond_uScm,68.4,littoral,mean,LMP chem
100,1987-05-29,0,N,H_M,1.584893192461111e-7,littoral,mean,LMP chem
100,1987-07-01,0,N,cond_uScm,65.7,littoral,mean,LMP chem
100,1987-07-01,0,N,H_M,3.1622776601683824e-7,littoral,mean,LMP chem
100,1987-09-03,0,N,cond_uScm,71.3,littoral,mean,LMP chem
100,1987-09-03,0,N,H_M,3.9810717055349735e-7,littoral,mean,LMP chem
100,1988-06-09,0,N,cond_uScm,55.3,littoral,mean,LMP chem
100,1988-06-09,0,N,H_M,5.011872336272724e-8,littoral,mean,LMP chem
100,1988-07-14,0,N,cond_uScm,65.7,littoral,mean,LMP chem
100,1988-07-14,0,N,H_M,1.2589254117941707e-7,littoral,mean,LMP chem
100,1988-08-11,0,N,cond_uScm,62.3,littoral,mean,LMP chem
100,1988-08-11,0,N,H_M,1.9952623149688814e-7,littoral,mean,LMP chem
100,1988-09-07,0,N,cond_uScm,50.7,littoral,mean,LMP chem
100,1988-09-07,0,N,H_M,1.2589254117941707e-7,littoral,mean,LMP chem
100,1989-05-19,0,N,TP_mgl,0.006,littoral,mean,LMP chem
100,1989-05-24,0,N,H_M,6.309573444801935e-7,littoral,mean,LMP chem
100,1989-05-24,0,N,TP_mgl,0.05,littoral,mean,LMP chem
100,1989-06-28,0,N,cond_uScm,69.1,littoral,mean,LMP chem
100,1989-06-28,0,N,H_M,5.011872336272724e-7,littoral,mean,LMP chem
100,1989-06-28,0,N,TP_mgl,0.004,littoral,mean,LMP chem
100,1989-07-25,0,N,cond_uScm,72,littoral,mean,LMP chem
100,1989-07-25,0,N,H_M,3.9810717055349735e-7,littoral,mean,LMP chem
100,1989-07-25,0,N,TP_mgl,0.001,littoral,mean,LMP chem
100,1989-10-26,0,N,cond_uScm,50,littoral,mean,LMP chem
100,1989-10-26,0,N,H_M,2.511886431509581e-7,littoral,mean,LMP chem
100,1989-10-26,0,N,TP_mgl,0.003,littoral,mean,LMP chem
100,1990-06-21,0,N,H_M,1.2589254117941707e-7,littoral,mean,LMP chem
100,1990-06-21,0,N,TP_mgl,0.001,littoral,mean,LMP chem
100,1990-08-06,0,N,cond_uScm,77.6,littoral,mean,LMP chem
100,1990-08-06,0,N,H_M,1.584893192461111e-7,littoral,mean,LMP chem
100,1990-08-28,0,N,H_M,1.584893192461111e-7,littoral,mean,LMP chem
100,1990-08-28,0,N,TP_mgl,0.006,littoral,mean,LMP chem
100,1990-09-27,0,N,cond_uScm,70.9,littoral,mean,LMP chem
100,1990-09-27,0,N,H_M,1.0000000000000007e-7,littoral,mean,LMP chem
100,1991-05-28,0,N,cond_uScm,72.6,littoral,mean,LMP chem
100,1991-05-28,0,N,H_M,6.309573444801935e-7,littoral,mean,LMP chem
100,1991-05-28,0,N,TP_mgl,0.003,littoral,mean,LMP chem
100,1991-06-28,0,N,cond_uScm,72.9,littoral,mean,LMP chem
100,1991-06-28,0,N,H_M,1.0000000000000007e-7,littoral,mean,LMP chem
100,1991-06-28,0,N,TP_mgl,0.001,littoral,mean,LMP chem
100,1991-07-30,0,N,cond_uScm,68.5,littoral,mean,LMP chem
100,1991-07-30,0,N,H_M,1.9952623149688814e-7,littoral,mean,LMP chem
100,1991-07-30,0,N,TP_mgl,0.002,littoral,mean,LMP chem
100,1991-08-27,0,N,cond_uScm,60.8,littoral,mean,LMP chem
100,1991-08-27,0,N,H_M,1.9952623149688814e-7,littoral,mean,LMP chem
100,1991-08-27,0,N,TP_mgl,0.002,littoral,mean,LMP chem
100,1992-05-26,0,N,cond_uScm,67.4,littoral,mean,LMP chem
100,1992-05-26,0,N,H_M,3.9810717055349735e-7,littoral,mean,LMP chem
100,1992-05-26,0,N,TP_mgl,0.002,littoral,mean,LMP chem
100,1992-07-01,0,N,cond_uScm,72.3,littoral,mean,LMP chem
100,1992-07-01,0,N,H_M,1.9952623149688814e-7,littoral,mean,LMP chem
100,1992-07-01,0,N,TP_mgl,0.004,littoral,mean,LMP chem
100,1992-07-29,0,N,cond_uScm,72.5,littoral,mean,LMP chem
100,1992-07-29,0,N,H_M,3.9810717055349735e-7,littoral,mean,LMP chem
100,1992-07-29,0,N,TP_mgl,0.003,littoral,mean,LMP chem
100,1992-08-28,0,N,cond_uScm,69.8,littoral,mean,LMP chem
100,1992-08-28,0,N,H_M,1.0000000000000007e-7,littoral,mean,LMP chem
100,1992-08-28,0,N,TP_mgl,0.002,littoral,mean,LMP chem
100,1993-05-30,0,N,alk_mglCaCO3,3.7,littoral,mean,LMP chem
100,1993-05-30,0,N,cond_uScm,68.7,littoral,mean,LMP chem
100,1993-05-30,0,N,H_M,3.1622776601683824e-7,littoral,mean,LMP chem
100,1993-05-30,0,N,TP_mgl,0.012,littoral,mean,LMP chem
100,1993-05-30,0,N,turb_NTU,0.6,littoral,mean,LMP chem
100,1993-06-13,0,N,alk_mglCaCO3,3.3,littoral,mean,LMP chem
100,1993-06-13,0,N,cond_uScm,68.2,littoral,mean,LMP chem
100,1993-06-13,0,N,H_M,3.1622776601683824e-7,littoral,mean,LMP chem
100,1993-06-13,0,N,TP_mgl,0.005,littoral,mean,LMP chem
100,1993-06-13,0,N,turb_NTU,1.5,littoral,mean,LMP chem
100,1993-06-27,0,N,alk_mglCaCO3,3.9,littoral,mean,LMP chem
100,1993-06-27,0,N,cond_uScm,75.8,littoral,mean,LMP chem
100,1993-06-27,0,N,H_M,1.778279410038921e-7,littoral,mean,LMP chem
100,1993-06-27,0,N,TP_mgl,0.01,littoral,mean,LMP chem
100,1993-06-27,0,N,turb_NTU,0.6,littoral,mean,LMP chem
100,1993-07-14,0,N,alk_mglCaCO3,4.3,littoral,mean,LMP chem
100,1993-07-14,0,N,cond_uScm,69.9,littoral,mean,LMP chem
100,1993-07-14,0,N,H_M,1.584893192461111e-7,littoral,mean,LMP chem
100,1993-07-14,0,N,TP_mgl,0.001,littoral,mean,LMP chem
100,1993-07-14,0,N,turb_NTU,0.3,littoral,mean,LMP chem
100,1993-08-01,0,N,alk_mglCaCO3,3.5,littoral,mean,LMP chem
100,1993-08-01,0,N,cond_uScm,77.1,littoral,mean,LMP chem
100,1993-08-01,0,N,H_M,3.1622776601683824e-7,littoral,mean,LMP chem
100,1993-08-01,0,N,TP_mgl,0.001,littoral,mean,LMP chem
100,1993-08-01,0,N,turb_NTU,0.4,littoral,mean,LMP chem
100,1993-08-25,0,N,alk_mglCaCO3,3.7,littoral,mean,LMP chem
100,1993-08-25,0,N,cond_uScm,69.7,littoral,mean,LMP chem
100,1993-08-25,0,N,H_M,2.818382931264452e-7,littoral,mean,LMP chem
100,1993-08-25,0,N,TP_mgl,0.001,littoral,mean,LMP chem
100,1993-08-25,0,N,turb_NTU,0.3,littoral,mean,LMP chem
100,1993-10-10,0,N,alk_mglCaCO3,5,littoral,mean,LMP chem
100,1993-10-10,0,N,cond_uScm,78.7,littoral,mean,LMP chem
100,1993-10-10,0,N,H_M,3.548133892335753e-7,littoral,mean,LMP chem
100,1993-10-10,0,N,TP_mgl,0.003,littoral,mean,LMP chem
100,1993-10-10,0,N,turb_NTU,0.6,littoral,mean,LMP chem
100,1993-10-17,0,N,alk_mglCaCO3,5.4,littoral,mean,LMP chem
100,1993-10-17,0,N,cond_uScm,69.6,littoral,mean,LMP chem
100,1993-10-17,0,N,H_M,3.8018939632056126e-7,littoral,mean,LMP chem
100,1993-10-17,0,N,TP_mgl,0.003,littoral,mean,LMP chem
100,1993-10-17,0,N,turb_NTU,0.7,littoral,mean,LMP chem
100,1994-06-11,0,N,alk_mglCaCO3,4.8,littoral,mean,LMP chem
100,1994-06-11,0,N,cond_uScm,77.8,littoral,mean,LMP chem
100,1994-06-11,0,N,H_M,1.778279410038921e-7,littoral,mean,LMP chem
100,1994-06-11,0,N,TP_mgl,0.003,littoral,mean,LMP chem
100,1994-06-11,0,N,turb_NTU,0.8,littoral,mean,LMP chem
100,1994-07-15,0,N,alk_mglCaCO3,4.7,littoral,mean,LMP chem
100,1994-07-15,0,N,cond_uScm,78.3,littoral,mean,LMP chem
100,1994-07-15,0,N,H_M,1.778279410038921e-7,littoral,mean,LMP chem
100,1994-07-15,0,N,TP_mgl,0.003,littoral,mean,LMP chem
100,1994-07-15,0,N,turb_NTU,0.6,littoral,mean,LMP chem
100,1994-07-25,0,N,alk_mglCaCO3,3.9,littoral,mean,LMP chem
100,1994-07-25,0,N,cond_uScm,79,littoral,mean,LMP chem
100,1994-07-25,0,N,H_M,2.238721138568342e-7,littoral,mean,LMP chem
100,1994-07-25,0,N,TP_mgl,0.003,littoral,mean,LMP chem
100,1994-07-25,0,N,turb_NTU,0.5,littoral,mean,LMP chem
100,1994-08-14,0,N,alk_mglCaCO3,3.9,littoral,mean,LMP chem
100,1994-08-14,0,N,cond_uScm,75,littoral,mean,LMP chem
100,1994-08-14,0,N,H_M,2.238721138568342e-7,littoral,mean,LMP chem
100,1994-08-14,0,N,TP_mgl,0.001,littoral,mean,LMP chem
100,1994-08-14,0,N,turb_NTU,0.5,littoral,mean,LMP chem
100,1994-09-07,0,N,alk_mglCaCO3,4.9,littoral,mean,LMP chem
100,1994-09-07,0,N,cond_uScm,70,littoral,mean,LMP chem
100,1994-09-07,0,N,H_M,8.70963589956082e-8,littoral,mean,LMP chem
100,1994-09-07,0,N,TP_mgl,0.003,littoral,mean,LMP chem
100,1994-09-07,0,N,turb_NTU,0.6,littoral,mean,LMP chem
100,1994-09-28,0,N,cond_uScm,69,littoral,mean,LMP chem
100,1994-09-28,0,N,H_M,4.4668359215096333e-7,littoral,mean,LMP chem
100,1994-09-28,0,N,TP_mgl,0.007,littoral,mean,LMP chem
100,1994-09-28,0,N,turb_NTU,0.7,littoral,mean,LMP chem
100,1995-06-12,0,N,alk_mglCaCO3,4.5,littoral,mean,LMP chem
100,1995-06-12,0,N,cond_uScm,80.6,littoral,mean,LMP chem
100,1995-06-12,0,N,H_M,9.120108393559106e-8,littoral,mean,LMP chem
100,1995-06-12,0,N,TP_mgl,0.004,littoral,mean,LMP chem
100,1995-06-12,0,N,turb_NTU,0.3,littoral,mean,LMP chem
100,1995-07-05,0,N,alk_mglCaCO3,4.3,littoral,mean,LMP chem
100,1995-07-05,0,N,cond_uScm,79.8,littoral,mean,LMP chem
100,1995-07-05,0,N,H_M,1.0000000000000007e-7,littoral,mean,LMP chem
100,1995-07-05,0,N,TP_mgl,0.005,littoral,mean,LMP chem
100,1995-07-05,0,N,turb_NTU,0.4,littoral,mean,LMP chem
100,1995-07-26,0,N,alk_mglCaCO3,4.7,littoral,mean,LMP chem
100,1995-07-26,0,N,cond_uScm,82.2,littoral,mean,LMP chem
100,1995-07-26,0,N,H_M,7.413102413009187e-8,littoral,mean,LMP chem
100,1995-07-26,0,N,TP_mgl,0.004,littoral,mean,LMP chem
100,1995-07-26,0,N,turb_NTU,0.3,littoral,mean,LMP chem
100,1995-08-14,0,N,alk_mglCaCO3,4.4,littoral,mean,LMP chem
100,1995-08-14,0,N,cond_uScm,80.7,littoral,mean,LMP chem
100,1995-08-14,0,N,H_M,9.549925860214375e-8,littoral,mean,LMP chem
100,1995-08-14,0,N,TP_mgl,0.004,littoral,mean,LMP chem
100,1995-08-14,0,N,turb_NTU,0.4,littoral,mean,LMP chem
100,1995-09-04,0,N,alk_mglCaCO3,5.2,littoral,mean,LMP chem
100,1995-09-04,0,N,cond_uScm,83.9,littoral,mean,LMP chem
100,1995-09-04,0,N,H_M,7.244359600749915e-8,littoral,mean,LMP chem
100,1995-09-04,0,N,TP_mgl,0.003,littoral,mean,LMP chem
100,1995-09-04,0,N,turb_NTU,0.2,littoral,mean,LMP chem
100,1995-09-25,0,N,alk_mglCaCO3,4.3,littoral,mean,LMP chem
100,1995-09-25,0,N,cond_uScm,83.9,littoral,mean,LMP chem
100,1995-09-25,0,N,H_M,6.456542290346556e-8,littoral,mean,LMP chem
100,1995-09-25,0,N,TP_mgl,0.006,littoral,mean,LMP chem
100,1995-09-25,0,N,turb_NTU,0.3,littoral,mean,LMP chem
100,1995-10-09,0,N,alk_mglCaCO3,5.1,littoral,mean,LMP chem
100,1995-10-09,0,N,cond_uScm,84.1,littoral,mean,LMP chem
100,1995-10-09,0,N,H_M,1.4125375446227613e-7,littoral,mean,LMP chem
100,1995-10-09,0,N,TP_mgl,0.008,littoral,mean,LMP chem
100,1995-10-09,0,N,turb_NTU,0.6,littoral,mean,LMP chem
100,1996-06-10,0,N,alk_mglCaCO3,4.4,littoral,mean,LMP chem
100,1996-06-10,0,N,cond_uScm,76.9,littoral,mean,LMP chem
100,1996-06-10,0,N,H_M,9.772372209558119e-8,littoral,mean,LMP chem
100,1996-06-10,0,N,TP_mgl,0.003,littoral,mean,LMP chem
100,1996-06-10,0,N,turb_NTU,0.4,littoral,mean,LMP chem
100,1996-07-08,0,N,alk_mglCaCO3,4.4,littoral,mean,LMP chem
100,1996-07-08,0,N,cond_uScm,77,littoral,mean,LMP chem
100,1996-07-08,0,N,H_M,1.513561248436211e-7,littoral,mean,LMP chem
100,1996-07-08,0,N,TP_mgl,0.003,littoral,mean,LMP chem
100,1996-07-08,0,N,turb_NTU,0.4,littoral,mean,LMP chem
100,1996-07-29,0,N,alk_mglCaCO3,4.6,littoral,mean,LMP chem
100,1996-07-29,0,N,cond_uScm,76.6,littoral,mean,LMP chem
100,1996-07-29,0,N,H_M,7.244359600749915e-8,littoral,mean,LMP chem
100,1996-07-29,0,N,TP_mgl,0.016,littoral,mean,LMP chem
100,1996-07-29,0,N,turb_NTU,0.3,littoral,mean,LMP chem
100,1996-08-19,0,N,alk_mglCaCO3,5.5,littoral,mean,LMP chem
100,1996-08-19,0,N,cond_uScm,77.8,littoral,mean,LMP chem
100,1996-08-19,0,N,H_M,1.4125375446227613e-7,littoral,mean,LMP chem
100,1996-08-19,0,N,TP_mgl,0.004,littoral,mean,LMP chem
100,1996-08-19,0,N,turb_NTU,0.2,littoral,mean,LMP chem
100,1996-09-09,0,N,alk_mglCaCO3,5.3,littoral,mean,LMP chem
100,1996-09-09,0,N,cond_uScm,78.4,littoral,mean,LMP chem
100,1996-09-09,0,N,H_M,1.584893192461111e-7,littoral,mean,LMP chem
100,1996-09-09,0,N,TP_mgl,0.004,littoral,mean,LMP chem
100,1996-09-09,0,N,turb_NTU,0.2,littoral,mean,LMP chem
100,1996-10-02,0,N,alk_mglCaCO3,4.4,littoral,mean,LMP chem
100,1996-10-02,0,N,cond_uScm,78.7,littoral,mean,LMP chem
100,1996-10-02,0,N,H_M,1.5488166189124808e-7,littoral,mean,LMP chem
100,1996-10-02,0,N,TP_mgl,0.002,littoral,mean,LMP chem
