station,date,depth_m,layer,parameter,value,depth.measurement,datasource,sitetype
90,1991-05-28,4.185053380782918,N,TP_mgl,0.003,mean,LMP chem,littoral
90,1991-06-28,4.185053380782918,N,cond_uScm,74.8,mean,LMP chem,littoral
90,1991-06-28,4.185053380782918,N,H_M,1.0000000000000007e-7,mean,LMP chem,littoral
90,1991-06-28,4.185053380782918,N,TP_mgl,0.001,mean,LMP chem,littoral
90,1991-07-30,4.185053380782918,N,cond_uScm,69.7,mean,LMP chem,littoral
90,1991-07-30,4.185053380782918,N,H_M,1.99526231496888e-7,mean,LMP chem,littoral
90,1991-07-30,4.185053380782918,N,TP_mgl,0.003,mean,LMP chem,littoral
90,1991-08-27,4.185053380782918,N,cond_uScm,67.8,mean,LMP chem,littoral
90,1991-08-27,4.185053380782918,N,H_M,1.99526231496888e-7,mean,LMP chem,littoral
90,1991-08-27,4.185053380782918,N,TP_mgl,0.002,mean,LMP chem,littoral
90,1992-05-26,4.185053380782918,N,cond_uScm,66.7,mean,LMP chem,littoral
90,1992-05-26,4.185053380782918,N,H_M,3.1622776601683813e-7,mean,LMP chem,littoral
90,1992-05-26,4.185053380782918,N,TP_mgl,0.003,mean,LMP chem,littoral
90,1992-07-01,4.185053380782918,N,cond_uScm,71.4,mean,LMP chem,littoral
90,1992-07-01,4.185053380782918,N,H_M,1.5848931924611151e-7,mean,LMP chem,littoral
90,1992-07-01,4.185053380782918,N,TP_mgl,0.007,mean,LMP chem,littoral
90,1992-07-29,4.185053380782918,N,cond_uScm,72.6,mean,LMP chem,littoral
90,1992-07-29,4.185053380782918,N,H_M,3.1622776601683813e-7,mean,LMP chem,littoral
90,1992-07-29,4.185053380782918,N,TP_mgl,0.003,mean,LMP chem,littoral
90,1992-08-28,4.185053380782918,N,cond_uScm,69.4,mean,LMP chem,littoral
90,1992-08-28,4.185053380782918,N,TP_mgl,0.001,mean,LMP chem,littoral
90,1993-05-25,4.185053380782918,N,alk_mglCaCO3,3.4,mean,LMP chem,littoral
90,1993-05-25,4.185053380782918,N,cond_uScm,66.9,mean,LMP chem,littoral
90,1993-05-25,4.185053380782918,N,H_M,3.981071705534972e-7,mean,LMP chem,littoral
90,1993-05-25,4.185053380782918,N,TP_mgl,0.003,mean,LMP chem,littoral
90,1993-05-25,4.185053380782918,N,turb_NTU,0.6599999999999999,mean,LMP chem,littoral
90,1993-06-13,4.185053380782918,N,alk_mglCaCO3,4.7,mean,LMP chem,littoral
90,1993-06-13,4.185053380782918,N,cond_uScm,75.8,mean,LMP chem,littoral
90,1993-06-13,4.185053380782918,N,H_M,3.1622776601683813e-7,mean,LMP chem,littoral
90,1993-06-13,4.185053380782918,N,TP_mgl,0.005,mean,LMP chem,littoral
90,1993-06-13,4.185053380782918,N,turb_NTU,0.7,mean,LMP chem,littoral
90,1993-06-25,4.185053380782918,N,alk_mglCaCO3,4,mean,LMP chem,littoral
90,1993-06-25,4.185053380782918,N,cond_uScm,46.2,mean,LMP chem,littoral
90,1993-06-25,4.185053380782918,N,H_M,2.23872113856834e-7,mean,LMP chem,littoral
90,1993-06-25,4.185053380782918,N,TP_mgl,0.008,mean,LMP chem,littoral
90,1993-06-25,4.185053380782918,N,turb_NTU,0.6,mean,LMP chem,littoral
90,1993-07-14,4.185053380782918,N,alk_mglCaCO3,3.6,mean,LMP chem,littoral
90,1993-07-14,4.185053380782918,N,cond_uScm,69.3,mean,LMP chem,littoral
90,1993-07-14,4.185053380782918,N,H_M,2.23872113856834e-7,mean,LMP chem,littoral
90,1993-07-14,4.185053380782918,N,TP_mgl,0.033,mean,LMP chem,littoral
90,1993-07-14,4.185053380782918,N,turb_NTU,0.3,mean,LMP chem,littoral
90,1993-08-01,4.185053380782918,N,alk_mglCaCO3,3.9,mean,LMP chem,littoral
90,1993-08-01,4.185053380782918,N,cond_uScm,79.1,mean,LMP chem,littoral
90,1993-08-01,4.185053380782918,N,H_M,2.511886431509584e-7,mean,LMP chem,littoral
90,1993-08-01,4.185053380782918,N,TP_mgl,0.003,mean,LMP chem,littoral
90,1993-08-01,4.185053380782918,N,turb_NTU,0.6,mean,LMP chem,littoral
90,1993-08-25,4.185053380782918,N,alk_mglCaCO3,3.9,mean,LMP chem,littoral
90,1993-08-25,4.185053380782918,N,cond_uScm,69.8,mean,LMP chem,littoral
90,1993-08-25,4.185053380782918,N,H_M,2.8183829312644565e-7,mean,LMP chem,littoral
90,1993-08-25,4.185053380782918,N,TP_mgl,0.001,mean,LMP chem,littoral
90,1993-08-25,4.185053380782918,N,turb_NTU,0.3,mean,LMP chem,littoral
90,1993-09-08,4.185053380782918,N,alk_mglCaCO3,5.1,mean,LMP chem,littoral
90,1993-09-08,4.185053380782918,N,cond_uScm,78.7,mean,LMP chem,littoral
90,1993-09-08,4.185053380782918,N,H_M,1.99526231496888e-7,mean,LMP chem,littoral
90,1993-09-08,4.185053380782918,N,TP_mgl,0.004,mean,LMP chem,littoral
90,1993-09-08,4.185053380782918,N,turb_NTU,0.5,mean,LMP chem,littoral
90,1993-09-26,4.185053380782918,N,alk_mglCaCO3,5.3,mean,LMP chem,littoral
90,1993-09-26,4.185053380782918,N,cond_uScm,78.8,mean,LMP chem,littoral
90,1993-09-26,4.185053380782918,N,H_M,2.7542287033381706e-7,mean,LMP chem,littoral
90,1993-09-26,4.185053380782918,N,TP_mgl,0.007,mean,LMP chem,littoral
90,1993-09-26,4.185053380782918,N,turb_NTU,0.5,mean,LMP chem,littoral
90,1993-10-17,4.185053380782918,N,alk_mglCaCO3,6.8,mean,LMP chem,littoral
90,1993-10-17,4.185053380782918,N,cond_uScm,69.4,mean,LMP chem,littoral
90,1993-10-17,4.185053380782918,N,H_M,2.8840315031266083e-7,mean,LMP chem,littoral
90,1993-10-17,4.185053380782918,N,TP_mgl,0.003,mean,LMP chem,littoral
90,1993-10-17,4.185053380782918,N,turb_NTU,0.7,mean,LMP chem,littoral
90,1994-06-15,4.185053380782918,N,alk_mglCaCO3,4,mean,LMP chem,littoral
90,1994-06-15,4.185053380782918,N,cond_uScm,77.3,mean,LMP chem,littoral
90,1994-06-15,4.185053380782918,N,H_M,2.2908676527677772e-7,mean,LMP chem,littoral
90,1994-06-15,4.185053380782918,N,TP_mgl,0.003,mean,LMP chem,littoral
90,1994-06-15,4.185053380782918,N,turb_NTU,0.6,mean,LMP chem,littoral
90,1994-07-06,4.185053380782918,N,alk_mglCaCO3,4.1,mean,LMP chem,littoral
90,1994-07-06,4.185053380782918,N,cond_uScm,78,mean,LMP chem,littoral
90,1994-07-06,4.185053380782918,N,H_M,2.7542287033381706e-7,mean,LMP chem,littoral
90,1994-07-06,4.185053380782918,N,TP_mgl,0.001,mean,LMP chem,littoral
90,1994-07-06,4.185053380782918,N,turb_NTU,0.8,mean,LMP chem,littoral
90,1994-07-25,4.185053380782918,N,alk_mglCaCO3,4.1,mean,LMP chem,littoral
90,1994-07-25,4.185053380782918,N,cond_uScm,78.9,mean,LMP chem,littoral
90,1994-07-25,4.185053380782918,N,H_M,2.3442288153199246e-7,mean,LMP chem,littoral
90,1994-07-25,4.185053380782918,N,TP_mgl,0.003,mean,LMP chem,littoral
90,1994-07-25,4.185053380782918,N,turb_NTU,0.6,mean,LMP chem,littoral
90,1994-08-17,4.185053380782918,N,alk_mglCaCO3,4.2,mean,LMP chem,littoral
90,1994-08-17,4.185053380782918,N,cond_uScm,79.7,mean,LMP chem,littoral
90,1994-08-17,4.185053380782918,N,H_M,2.511886431509584e-7,mean,LMP chem,littoral
90,1994-08-17,4.185053380782918,N,TP_mgl,0.002,mean,LMP chem,littoral
90,1994-08-17,4.185053380782918,N,turb_NTU,0.6,mean,LMP chem,littoral
90,1994-09-07,4.185053380782918,N,alk_mglCaCO3,3.7,mean,LMP chem,littoral
90,1994-09-07,4.185053380782918,N,cond_uScm,78.9,mean,LMP chem,littoral
90,1994-09-07,4.185053380782918,N,H_M,2.630267991895383e-7,mean,LMP chem,littoral
90,1994-09-07,4.185053380782918,N,TP_mgl,0.001,mean,LMP chem,littoral
90,1994-09-07,4.185053380782918,N,turb_NTU,0.6,mean,LMP chem,littoral
90,1995-06-12,4.185053380782918,N,alk_mglCaCO3,4.6,mean,LMP chem,littoral
90,1995-06-12,4.185053380782918,N,cond_uScm,80.1,mean,LMP chem,littoral
90,1995-06-12,4.185053380782918,N,H_M,7.762471166286917e-8,mean,LMP chem,littoral
90,1995-06-12,4.185053380782918,N,TP_mgl,0.006,mean,LMP chem,littoral
90,1995-06-12,4.185053380782918,N,turb_NTU,0.4,mean,LMP chem,littoral
90,1995-07-04,4.185053380782918,N,alk_mglCaCO3,3.1,mean,LMP chem,littoral
90,1995-07-04,4.185053380782918,N,cond_uScm,80,mean,LMP chem,littoral
90,1995-07-04,4.185053380782918,N,H_M,1.047128548050899e-7,mean,LMP chem,littoral
90,1995-07-04,4.185053380782918,N,TP_mgl,0.013000000000000001,mean,LMP chem,littoral
90,1995-07-04,4.185053380782918,N,turb_NTU,0.4,mean,LMP chem,littoral
90,1995-07-25,4.185053380782918,N,alk_mglCaCO3,4.1,mean,LMP chem,littoral
90,1995-07-25,4.185053380782918,N,cond_uScm,82.2,mean,LMP chem,littoral
90,1995-07-25,4.185053380782918,N,H_M,1.4454397707459287e-7,mean,LMP chem,littoral
90,1995-07-25,4.185053380782918,N,TP_mgl,0.006,mean,LMP chem,littoral
90,1995-07-25,4.185053380782918,N,turb_NTU,0.5,mean,LMP chem,littoral
90,1995-08-14,4.185053380782918,N,alk_mglCaCO3,4.3,mean,LMP chem,littoral
90,1995-08-14,4.185053380782918,N,cond_uScm,81,mean,LMP chem,littoral
90,1995-08-14,4.185053380782918,N,H_M,9.549925860214375e-8,mean,LMP chem,littoral
90,1995-08-14,4.185053380782918,N,TP_mgl,0.005,mean,LMP chem,littoral
90,1995-08-14,4.185053380782918,N,turb_NTU,0.5,mean,LMP chem,littoral
90,1995-09-05,4.185053380782918,N,alk_mglCaCO3,5.6,mean,LMP chem,littoral
90,1995-09-05,4.185053380782918,N,cond_uScm,84,mean,LMP chem,littoral
90,1995-09-05,4.185053380782918,N,H_M,8.128305161641e-8,mean,LMP chem,littoral
90,1995-09-05,4.185053380782918,N,TP_mgl,0.005,mean,LMP chem,littoral
90,1995-09-05,4.185053380782918,N,turb_NTU,0.4,mean,LMP chem,littoral
90,1995-09-27,4.185053380782918,N,alk_mglCaCO3,5.6,mean,LMP chem,littoral
90,1995-09-27,4.185053380782918,N,cond_uScm,84.4,mean,LMP chem,littoral
90,1995-09-27,4.185053380782918,N,H_M,1.1220184543019642e-7,mean,LMP chem,littoral
90,1995-09-27,4.185053380782918,N,TP_mgl,0.004,mean,LMP chem,littoral
90,1995-09-27,4.185053380782918,N,turb_NTU,0.7,mean,LMP chem,littoral
90,1995-10-18,4.185053380782918,N,alk_mglCaCO3,4.8,mean,LMP chem,littoral
90,1995-10-18,4.185053380782918,N,cond_uScm,83.2,mean,LMP chem,littoral
90,1995-10-18,4.185053380782918,N,H_M,8.709635899560823e-8,mean,LMP chem,littoral
90,1995-10-18,4.185053380782918,N,TP_mgl,0.003,mean,LMP chem,littoral
90,1995-10-18,4.185053380782918,N,turb_NTU,0.5,mean,LMP chem,littoral
90,1996-06-19,4.185053380782918,N,alk_mglCaCO3,3.7,mean,LMP chem,littoral
90,1996-06-19,4.185053380782918,N,cond_uScm,77.3,mean,LMP chem,littoral
90,1996-06-19,4.185053380782918,N,H_M,1.5848931924611151e-7,mean,LMP chem,littoral
90,1996-06-19,4.185053380782918,N,TP_mgl,0.005,mean,LMP chem,littoral
90,1996-06-19,4.185053380782918,N,turb_NTU,0.5,mean,LMP chem,littoral
90,1996-07-11,4.185053380782918,N,alk_mglCaCO3,4.5,mean,LMP chem,littoral
90,1996-07-11,4.185053380782918,N,cond_uScm,77.5,mean,LMP chem,littoral
90,1996-07-11,4.185053380782918,N,H_M,1.3182567385564088e-7,mean,LMP chem,littoral
90,1996-07-11,4.185053380782918,N,TP_mgl,0.003,mean,LMP chem,littoral
90,1996-07-11,4.185053380782918,N,turb_NTU,0.4,mean,LMP chem,littoral
90,1996-08-02,4.185053380782918,N,alk_mglCaCO3,4.4,mean,LMP chem,littoral
90,1996-08-02,4.185053380782918,N,cond_uScm,77,mean,LMP chem,littoral
90,1996-08-02,4.185053380782918,N,H_M,2.630267991895383e-7,mean,LMP chem,littoral
90,1996-08-02,4.185053380782918,N,TP_mgl,0.004,mean,LMP chem,littoral
90,1996-08-02,4.185053380782918,N,turb_NTU,0.4,mean,LMP chem,littoral
90,1996-08-19,4.185053380782918,N,alk_mglCaCO3,4.4,mean,LMP chem,littoral
90,1996-08-19,4.185053380782918,N,cond_uScm,78,mean,LMP chem,littoral
90,1996-08-19,4.185053380782918,N,H_M,1.4125375446227568e-7,mean,LMP chem,littoral
90,1996-08-19,4.185053380782918,N,TP_mgl,0.004,mean,LMP chem,littoral
90,1996-08-19,4.185053380782918,N,turb_NTU,0.3,mean,LMP chem,littoral
90,1996-09-21,4.185053380782918,N,alk_mglCaCO3,5.7,mean,LMP chem,littoral
90,1996-09-21,4.185053380782918,N,cond_uScm,79.1,mean,LMP chem,littoral
90,1996-09-21,4.185053380782918,N,H_M,1.659586907437561e-7,mean,LMP chem,littoral
90,1996-09-21,4.185053380782918,N,TP_mgl,0.004,mean,LMP chem,littoral
90,1996-09-21,4.185053380782918,N,turb_NTU,0.3,mean,LMP chem,littoral
90,1997-06-25,4.185053380782918,N,alk_mglCaCO3,3.8,mean,LMP chem,littoral
90,1997-06-25,4.185053380782918,N,cond_uScm,76.3,mean,LMP chem,littoral
90,1997-06-25,4.185053380782918,N,H_M,2.23872113856834e-7,mean,LMP chem,littoral
90,1997-06-25,4.185053380782918,N,TP_mgl,0.007,mean,LMP chem,littoral
90,1997-06-25,4.185053380782918,N,turb_NTU,0.6,mean,LMP chem,littoral
90,1997-07-16,4.185053380782918,N,alk_mglCaCO3,3.7,mean,LMP chem,littoral
90,1997-07-16,4.185053380782918,N,cond_uScm,76.4,mean,LMP chem,littoral
90,1997-07-16,4.185053380782918,N,H_M,2.630267991895383e-7,mean,LMP chem,littoral
90,1997-07-16,4.185053380782918,N,TP_mgl,0.004,mean,LMP chem,littoral
90,1997-07-16,4.185053380782918,N,turb_NTU,0.3,mean,LMP chem,littoral
90,1997-08-06,4.185053380782918,N,alk_mglCaCO3,2.5,mean,LMP chem,littoral
90,1997-08-06,4.185053380782918,N,cond_uScm,77.8,mean,LMP chem,littoral
90,1997-08-06,4.185053380782918,N,TP_mgl,0.002,mean,LMP chem,littoral
90,1997-08-06,4.185053380782918,N,turb_NTU,0.5,mean,LMP chem,littoral
90,1997-08-24,4.185053380782918,N,alk_mglCaCO3,3.7,mean,LMP chem,littoral
90,1997-08-24,4.185053380782918,N,cond_uScm,77.6,mean,LMP chem,littoral
90,1997-08-24,4.185053380782918,N,H_M,1.4125375446227568e-7,mean,LMP chem,littoral
90,1997-08-24,4.185053380782918,N,TP_mgl,0.016,mean,LMP chem,littoral
90,1997-08-24,4.185053380782918,N,turb_NTU,0.6,mean,LMP chem,littoral
90,1998-06-22,4.185053380782918,N,alk_mglCaCO3,1.8,mean,LMP chem,littoral
90,1998-06-22,4.185053380782918,N,cond_uScm,76.6,mean,LMP chem,littoral
90,1998-06-22,4.185053380782918,N,H_M,1.9498445997580468e-7,mean,LMP chem,littoral
90,1998-06-22,4.185053380782918,N,TP_mgl,0.006,mean,LMP chem,littoral
90,1998-06-22,4.185053380782918,N,turb_NTU,1.5,mean,LMP chem,littoral
90,1998-07-14,4.185053380782918,N,alk_mglCaCO3,4.9,mean,LMP chem,littoral
90,1998-07-14,4.185053380782918,N,cond_uScm,79.1,mean,LMP chem,littoral
90,1998-07-14,4.185053380782918,N,H_M,1.6982436524617475e-7,mean,LMP chem,littoral
90,1998-07-14,4.185053380782918,N,turb_NTU,0.3,mean,LMP chem,littoral
90,1998-08-04,4.185053380782918,N,alk_mglCaCO3,4.2,mean,LMP chem,littoral
90,1998-08-04,4.185053380782918,N,cond_uScm,80.7,mean,LMP chem,littoral
90,1998-08-04,4.185053380782918,N,H_M,1.4454397707459287e-7,mean,LMP chem,littoral
90,1998-08-04,4.185053380782918,N,TP_mgl,0.002,mean,LMP chem,littoral
90,1998-08-04,4.185053380782918,N,turb_NTU,0.4,mean,LMP chem,littoral
90,1998-09-16,4.185053380782918,N,alk_mglCaCO3,4.4,mean,LMP chem,littoral
90,1998-09-16,4.185053380782918,N,cond_uScm,80.9,mean,LMP chem,littoral
90,1998-09-16,4.185053380782918,N,H_M,1.7378008287493775e-7,mean,LMP chem,littoral
90,1998-09-16,4.185053380782918,N,TP_mgl,0.003,mean,LMP chem,littoral
90,1998-09-16,4.185053380782918,N,turb_NTU,0.4,mean,LMP chem,littoral
90,1998-10-06,4.185053380782918,N,alk_mglCaCO3,4.5,mean,LMP chem,littoral
90,1998-10-06,4.185053380782918,N,cond_uScm,80.2,mean,LMP chem,littoral
90,1998-10-06,4.185053380782918,N,H_M,1.6982436524617475e-7,mean,LMP chem,littoral
90,1998-10-06,4.185053380782918,N,TP_mgl,0.004,mean,LMP chem,littoral
90,1998-10-06,4.185053380782918,N,turb_NTU,1.2,mean,LMP chem,littoral
90,1999-06-23,4.185053380782918,N,alk_mglCaCO3,2.8,mean,LMP chem,littoral
90,1999-06-23,4.185053380782918,N,cond_uScm,85.6,mean,LMP chem,littoral
90,1999-06-23,4.185053380782918,N,H_M,1.4791083881682082e-7,mean,LMP chem,littoral
90,1999-06-23,4.185053380782918,N,TP_mgl,0.009,mean,LMP chem,littoral
90,1999-06-23,4.185053380782918,N,turb_NTU,0.6,mean,LMP chem,littoral
90,1999-06-27,4.185053380782918,N,alk_mglCaCO3,3,mean,LMP chem,littoral
90,1999-06-27,4.185053380782918,N,cond_uScm,85.4,mean,LMP chem,littoral
90,1999-06-27,4.185053380782918,N,H_M,1.4454397707459287e-7,mean,LMP chem,littoral
90,1999-06-27,4.185053380782918,N,TP_mgl,0.005,mean,LMP chem,littoral
90,1999-06-27,4.185053380782918,N,turb_NTU,0.6,mean,LMP chem,littoral
90,1999-07-14,4.185053380782918,N,alk_mglCaCO3,3.7,mean,LMP chem,littoral
90,1999-07-14,4.185053380782918,N,cond_uScm,85.9,mean,LMP chem,littoral
90,1999-07-14,4.185053380782918,N,H_M,1.4791083881682082e-7,mean,LMP chem,littoral
90,1999-07-14,4.185053380782918,N,TP_mgl,0.003,mean,LMP chem,littoral
90,1999-07-14,4.185053380782918,N,turb_NTU,0.6,mean,LMP chem,littoral
90,1999-08-01,4.185053380782918,N,alk_mglCaCO3,3.3,mean,LMP chem,littoral
90,1999-08-01,4.185053380782918,N,H_M,1.148153621496883e-7,mean,LMP chem,littoral
90,1999-08-01,4.185053380782918,N,TP_mgl,0.002,mean,LMP chem,littoral
90,1999-08-01,4.185053380782918,N,turb_NTU,0.8,mean,LMP chem,littoral
90,1999-08-26,4.185053380782918,N,cond_uScm,86.7,mean,LMP chem,littoral
90,1999-08-26,4.185053380782918,N,H_M,5.011872336272729e-7,mean,LMP chem,littoral
90,1999-08-26,4.185053380782918,N,turb_NTU,0.9,mean,LMP chem,littoral
90,1999-09-12,4.185053380782918,N,alk_mglCaCO3,4.5,mean,LMP chem,littoral
90,1999-09-12,4.185053380782918,N,cond_uScm,85.6,mean,LMP chem,littoral
90,1999-09-12,4.185053380782918,N,H_M,1.5135612484362083e-7,mean,LMP chem,littoral
90,1999-09-12,4.185053380782918,N,TP_mgl,0.004,mean,LMP chem,littoral
90,1999-09-12,4.185053380782918,N,turb_NTU,0.4,mean,LMP chem,littoral
90,1999-10-06,4.185053380782918,N,cond_uScm,83.8,mean,LMP chem,littoral
90,1999-10-06,4.185053380782918,N,H_M,1.9054607179632493e-7,mean,LMP chem,littoral
90,1999-10-06,4.185053380782918,N,TP_mgl,0.003,mean,LMP chem,littoral
90,1999-10-06,4.185053380782918,N,turb_NTU,0.5,mean,LMP chem,littoral
90,2000-06-18,4.185053380782918,N,alk_mglCaCO3,4.4,mean,LMP chem,littoral
90,2000-06-18,4.185053380782918,N,cond_uScm,86.5,mean,LMP chem,littoral
90,2000-06-18,4.185053380782918,N,H_M,1.659586907437561e-7,mean,LMP chem,littoral
90,2000-06-18,4.185053380782918,N,TP_mgl,0.002,mean,LMP chem,littoral
90,2000-06-18,4.185053380782918,N,turb_NTU,1,mean,LMP chem,littoral
90,2000-07-12,4.185053380782918,N,alk_mglCaCO3,5.4,mean,LMP chem,littoral
90,2000-07-12,4.185053380782918,N,cond_uScm,86.6,mean,LMP chem,littoral
90,2000-07-12,4.185053380782918,N,H_M,1.6982436524617475e-7,mean,LMP chem,littoral
90,2000-07-12,4.185053380782918,N,TP_mgl,0.003,mean,LMP chem,littoral
90,2000-07-12,4.185053380782918,N,turb_NTU,0.6,mean,LMP chem,littoral
90,2000-08-02,4.185053380782918,N,alk_mglCaCO3,5.5,mean,LMP chem,littoral
90,2000-08-02,4.185053380782918,N,cond_uScm,85.7,mean,LMP chem,littoral
90,2000-08-02,4.185053380782918,N,H_M,2.511886431509584e-7,mean,LMP chem,littoral
90,2000-08-02,4.185053380782918,N,TP_mgl,0.003,mean,LMP chem,littoral
90,2000-08-02,4.185053380782918,N,turb_NTU,0.6,mean,LMP chem,littoral
90,2000-08-21,4.185053380782918,N,alk_mglCaCO3,3.6,mean,LMP chem,littoral
90,2000-08-21,4.185053380782918,N,cond_uScm,86.7,mean,LMP chem,littoral
90,2000-08-21,4.185053380782918,N,H_M,1.8620871366628675e-7,mean,LMP chem,littoral
90,2000-08-21,4.185053380782918,N,TP_mgl,0.005,mean,LMP chem,littoral
90,2000-08-21,4.185053380782918,N,turb_NTU,0.3,mean,LMP chem,littoral
90,2000-10-01,4.185053380782918,N,alk_mglCaCO3,3.4,mean,LMP chem,littoral
90,2000-10-01,4.185053380782918,N,cond_uScm,88.3,mean,LMP chem,littoral
90,2000-10-01,4.185053380782918,N,H_M,2.23872113856834e-7,mean,LMP chem,littoral
90,2000-10-01,4.185053380782918,N,TP_mgl,0.004,mean,LMP chem,littoral
90,2000-10-01,4.185053380782918,N,turb_NTU,0.9,mean,LMP chem,littoral
90,2001-06-18,4.185053380782918,I,cond_uScm,87.5,mean,LMP chem,littoral
90,2001-06-18,4.185053380782918,I,H_M,1.4125375446227568e-7,mean,LMP chem,littoral
90,2001-06-18,4.185053380782918,I,TP_mgl,0.005,mean,LMP chem,littoral
90,2001-06-18,4.185053380782918,I,turb_NTU,0.6,mean,LMP chem,littoral
90,2001-07-16,4.185053380782918,I,cond_uScm,88.7,mean,LMP chem,littoral
90,2001-07-16,4.185053380782918,I,H_M,2.691534803926917e-7,mean,LMP chem,littoral
90,2001-07-16,4.185053380782918,I,TP_mgl,0.012,mean,LMP chem,littoral
90,2001-07-16,4.185053380782918,I,turb_NTU,0.8,mean,LMP chem,littoral
90,2001-08-14,4.185053380782918,I,cond_uScm,89.9,mean,LMP chem,littoral
90,2001-08-14,4.185053380782918,I,H_M,1.1748975549395313e-7,mean,LMP chem,littoral
90,2001-08-14,4.185053380782918,I,TP_mgl,0.002,mean,LMP chem,littoral
90,2001-08-14,4.185053380782918,I,turb_NTU,0.6,mean,LMP chem,littoral
90,2001-09-10,4.185053380782918,I,cond_uScm,90.6,mean,LMP chem,littoral
90,2001-09-10,4.185053380782918,I,H_M,2.2908676527677772e-7,mean,LMP chem,littoral
90,2001-09-10,4.185053380782918,I,TP_mgl,0.003,mean,LMP chem,littoral
90,2001-09-10,4.185053380782918,I,turb_NTU,0.4,mean,LMP chem,littoral
90,2002-06-11,0,I,cond_uScm,92.4,actual,LMP chem,littoral
90,2002-06-11,0,I,H_M,2.23872113856834e-7,actual,LMP chem,littoral
90,2002-06-11,0,I,TP_mgl,0.005,actual,LMP chem,littoral
90,2002-06-11,0,I,turb_NTU,0.5,actual,LMP chem,littoral
90,2002-07-15,0,I,cond_uScm,96.4,actual,LMP chem,littoral
90,2002-07-15,0,I,H_M,1.258925411794167e-7,actual,LMP chem,littoral
90,2002-07-15,0,I,TP_mgl,0.003,actual,LMP chem,littoral
90,2002-07-15,0,I,turb_NTU,0.8,actual,LMP chem,littoral
90,2002-08-12,0,I,cond_uScm,96.4,actual,LMP chem,littoral
90,2002-08-12,0,I,H_M,8.511380382023765e-8,actual,LMP chem,littoral
90,2002-08-12,0,I,TP_mgl,0.004,actual,LMP chem,littoral
90,2002-08-12,0,I,turb_NTU,0.4,actual,LMP chem,littoral
90,2002-09-17,0,I,cond_uScm,96.6,actual,LMP chem,littoral
90,2002-09-17,0,I,H_M,1.288249551693136e-7,actual,LMP chem,littoral
90,2002-09-17,0,I,TP_mgl,0.109,actual,LMP chem,littoral
90,2002-09-17,0,I,turb_NTU,0.5,actual,LMP chem,littoral
90,2002-10-09,0,I,cond_uScm,96.8,actual,LMP chem,littoral
90,2002-10-09,0,I,H_M,1.8197008586099835e-7,actual,LMP chem,littoral
90,2002-10-09,0,I,TP_mgl,0.005,actual,LMP chem,littoral
90,2002-10-09,0,I,turb_NTU,0.6,actual,LMP chem,littoral
90,2003-06-15,0,I,cond_uScm,106.7,actual,LMP chem,littoral
90,2003-06-15,0,I,H_M,1.9498445997580468e-7,actual,LMP chem,littoral
90,2003-06-15,0,I,TP_mgl,0.005,actual,LMP chem,littoral
90,2003-06-15,0,I,turb_NTU,0.15000000000000002,actual,LMP chem,littoral
90,2003-07-14,7,I,cond_uScm,104.3,actual,LMP chem,littoral
90,2003-07-14,7,I,H_M,1.3489628825916543e-7,actual,LMP chem,littoral
90,2003-07-14,7,I,TP_mgl,0.006,actual,LMP chem,littoral
90,2003-07-14,7,I,turb_NTU,1.1,actual,LMP chem,littoral
90,2003-08-10,0,I,cond_uScm,99.9,actual,LMP chem,littoral
90,2003-08-10,0,I,H_M,1.621810097358931e-7,actual,LMP chem,littoral
90,2003-08-10,0,I,TP_mgl,0.008,actual,LMP chem,littoral
90,2003-08-10,0,I,turb_NTU,0.38,actual,LMP chem,littoral
90,2003-09-16,6,I,cond_uScm,104.7,actual,LMP chem,littoral
90,2003-09-16,6,I,H_M,1.4454397707459287e-7,actual,LMP chem,littoral
90,2003-09-16,6,I,TP_mgl,0.009,actual,LMP chem,littoral
90,2003-09-16,6,I,turb_NTU,1.4,actual,LMP chem,littoral
90,2003-10-04,0,I,cond_uScm,103.7,actual,LMP chem,littoral
90,2003-10-04,0,I,H_M,2.7542287033381706e-7,actual,LMP chem,littoral
90,2003-10-04,0,I,TP_mgl,0.005,actual,LMP chem,littoral
90,2003-10-04,0,I,turb_NTU,1.12,actual,LMP chem,littoral
90,2004-07-26,0,I,cond_uScm,103.4,actual,LMP chem,littoral
90,2004-07-26,0,I,H_M,1.3489628825916543e-7,actual,LMP chem,littoral
90,2004-07-26,0,I,TP_mgl,0.006,actual,LMP chem,littoral
90,2004-07-26,0,I,turb_NTU,0.75,actual,LMP chem,littoral
90,2004-08-24,0,I,cond_uScm,104.4,actual,LMP chem,littoral
90,2004-08-24,0,I,H_M,2.691534803926917e-7,actual,LMP chem,littoral
90,2004-08-24,0,I,TP_mgl,0.005,actual,LMP chem,littoral
90,2004-08-24,0,I,turb_NTU,1.1,actual,LMP chem,littoral
90,2004-09-20,0,I,cond_uScm,103.4,actual,LMP chem,littoral
90,2004-09-20,0,I,H_M,1.047128548050899e-7,actual,LMP chem,littoral
90,2004-09-20,0,I,TP_mgl,0.008,actual,LMP chem,littoral
90,2004-09-20,0,I,turb_NTU,0.9,actual,LMP chem,littoral
90,2004-10-10,0,I,cond_uScm,104.7,actual,LMP chem,littoral
90,2004-10-10,0,I,H_M,1.9054607179632493e-7,actual,LMP chem,littoral
90,2004-10-10,0,I,TP_mgl,0.007,actual,LMP chem,littoral
